,"Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahrain","Bangladesh","Persian Gulf","Belarus","Belgium","Benin","Bolivia","Botswana","Brazil","Brunei Darussalam","Burma","Cambodia","Bulgaria","Canada","Chile","Colombia","China","Congo","Croatia","Cuba","Denmark","Cyprus","Dominican Republic","Ecuador","Egypt","El Salvador","Eritrea","Estonia","Cameroon","Ethiopia","Finland","France","Zimbabwe","Zambia","Yemen","Uzbekistan","United States of America","United Kingdom","Ukraine","Turkey","Tunisia","Togo","Thailand","Tajikistan","Sweden","Suriname","Spain","South Africa","Sudan","Slovenia","Singapore","Slovakia","Uruguay","Serbia","Russian Federation & USSR","Romania","Qatar","Poland","Peru","Portugal","Paraguay","Pakistan","Oman","Panama","NZ","Norway","Niger","Nicaragua","Nigeria","Senegal","Nepal","Namibia","Mozambique","Morocco","Montenegro","Mongolia","Mexico","Netherlands","Malta","Malaysia","Lithuania","Mauritius","Lebanon","Latvia","Kyrgyzstan","Kuwait","Kenya","Kosovo","Kazakhstan","Jordan","Jamaica","Ivory Coast","Italy","Japan","Ireland","Iraq","Indonesia","Israel","Iceland","Hungary","Honduras","Haiti","Libya","India","Guatemala","Greece","Gibraltar","Germany","Georgia","Ghana","Gabon"
"1957-01-01 00:00:00",490000,21000,10000,4858000,,0,3186000,,1599000,0,174800000,,,,466000,,1321000,5524000,395000,,285000,24459000,565000,6327000,1460000,0,,57000,0,,,421000,2397000,,,,0,,,1411000,,,,,353646000,82000,,298000,0,,0,,95000,0,72000,,,,,,,,98346000,11180000,6648000,181000,2567000,,,301000,0,,,0,,,1000,,,,,75000,,23000,12378000,1523000,,67000,,,,,,58542000,,,,,,0,1262000,321000,,21998000,15800000,54000,,675000,,,0,440000,0,0,,3965000,,0,173000
"1958-01-01 00:00:00",403000,429000,51000,5102000,,0,2836000,,2034000,0,210683000,,,,448000,,2473000,5209000,462000,,222000,22259000,726000,6342000,2264000,0,,46000,0,,,410000,3184000,,,,0,,,1386000,,,,,330955000,80000,,329000,0,,0,,94000,0,72000,,,,,,,,113216000,11336000,8222000,175000,2502000,,,311000,0,,,0,,,256000,,,,,74000,,35000,13115000,1621000,,58000,,,,,,71749000,,,,,,0,1546000,367000,,35817000,16377000,89000,,830000,,,0,439000,0,0,,4438000,,0,505000
"1959-01-01 00:00:00",479000,1232000,51000,6378000,,0,2458000,,2252000,0,227049000,,,,413000,,3083000,5390000,529000,,192000,24853000,838000,7261000,3700000,0,,26000,0,,,364000,3155000,,,,0,,,1618000,,,,,347929000,83000,,390000,0,,0,,93000,0,62000,,,,,,,,129557000,11438000,7993000,175000,2360000,,,319000,0,,,0,,,533000,,,,,95000,,35000,13516000,1773000,,56000,,,,,,72053000,,,,,,0,1695000,406000,,41940000,18448000,128000,,1036000,,,0,450000,0,0,,5110000,,0,753000
"1960-01-01 00:00:00",728000,8632000,67000,9138000,,0,2448000,,2256000,0,260770000,,,,466000,,3870000,4583000,545000,,200000,25509000,943000,7584000,5500000,52000,,14000,0,,,360000,3319000,,,,0,,,1977000,,,,,347975000,86000,,375000,0,,6000,,102000,0,64000,,,,,,,,147859000,11500000,8212000,194000,2572000,,,361000,0,,,0,,,837000,,,,,92000,,29000,13889000,1918000,,60000,,,,,,84820000,,,,,,0,1998000,526000,,47467000,20809000,129000,,1217000,,,0,454000,0,0,,5530000,,0,800000
"1961-01-01 00:00:00",771000,15657000,104000,11752000,,0,2356000,,2248000,0,279254000,,,,390000,,4549000,4124000,564000,,207000,29722000,1208000,7238000,6200000,103000,,10000,0,,,386000,3819000,,,,0,,,2163000,,,,,354303000,106000,,442000,0,,14000,,107000,0,65000,,,,,,,,166068000,11582000,8382000,203000,2587000,,,387000,0,,,0,,,2234000,,,,,80000,,26000,14973000,2046000,,60000,,,,,,86903000,,,,,,0,1972000,657000,,48979000,21284000,135000,,1457000,,,876000,513000,0,0,,6207000,,0,774000
"1962-01-01 00:00:00",785000,20507000,471000,13715000,,0,2394000,,2249000,0,306507000,,,,364000,,4367000,3790000,584000,,199000,32865000,1524000,7059000,6800000,123000,,12000,0,,,340000,4735000,,,,0,,,2370000,,,,,361659000,111000,,595000,0,,7000,,101000,0,65000,,,,,,,,186244000,11864000,8808000,203000,2822000,,,457000,0,,,0,,,3274000,,,,,127000,,23000,15680000,2157000,,58000,,,,,,98140000,,,,,,0,1806000,724000,,49168000,22760000,135000,,1641000,,,8781000,1078000,0,0,,6806000,,0,827000
"1963-01-01 00:00:00",751000,23637000,800000,13566000,,0,2620000,,2256000,0,337923000,,,,443000,,4669000,3438000,636000,,173000,34655000,1722000,8228000,7500000,109000,,31000,0,,,325000,5648000,,,,0,,,2522000,,,,,372001000,123000,,746000,0,,6000,,79000,0,65000,,,,,,,,206069000,12233000,9095000,212000,2867000,,,477000,0,,,0,,,3712000,,,,,150000,,19000,16106000,2215000,,52000,,,,,,105191000,,,,,,0,1784000,808000,,56669000,22275000,151000,,1756000,,,22272000,1652000,0,0,,7418000,,0,888000
"1964-01-01 00:00:00",764000,26489000,905000,14004000,,190000,2663000,,2461000,0,378280000,,,,428000,,4353000,3544000,556000,,160000,36937000,1784000,8597000,8500000,83000,,37000,0,,,369000,6355000,,,,0,,,2846000,,,,,376609000,127000,,921000,0,,2000,,81000,0,65000,,,,,,,,223603000,12395000,10125000,282000,3181000,,,547000,0,,,0,,,5933000,,,,,120000,,18000,16207000,2270000,,49000,,,,,,115793000,,,,,,0,2669000,689000,,61627000,22919000,199000,,1801000,,,41409000,2212000,0,0,,7733000,,0,1058000
"1965-01-01 00:00:00",822000,26481000,655000,13672000,,333000,2855000,,2842000,0,413968000,,,,438000,,4488000,3936000,545000,,229000,39868000,1656000,10124000,10000000,71000,,57000,0,,,376000,6478000,,,,0,,,2998000,,,,,384946000,82000,,1533000,0,,2000,,57000,0,70000,,,,,,,,242888000,12571000,10961000,339000,3081000,,,535000,0,,,0,,,13426000,,,,,103000,,14000,16540000,2395000,,49000,,,,,,118457000,,,,,,0,2210000,676000,,64474000,23999000,204000,,1803000,,,58492000,3822000,0,0,,7964000,,0,1264000
"1966-01-01 00:00:00",886000,33862000,631000,14559000,,531000,2757000,,3079000,0,461570000,,,,793000,,5548000,4693000,568000,,404000,43112000,1620000,9928000,13000000,62000,,69000,0,,,351000,6257000,,,,0,,,2932000,,,,,409170000,77000,,2041000,771000,,2000,,27000,0,75000,,,,,,,,265125000,12825000,13845000,400000,3075000,,,517000,0,,,0,,,20598000,,,,,103000,,12000,16990000,2366000,,48000,,,,,,124688000,,,,,,0,1758000,782000,,67959000,23240000,188000,,1705000,,,72645000,4647000,0,0,,7948000,,0,1447000
"1967-01-01 00:00:00",984000,39075000,537000,16015000,,1023000,2685000,,3469000,0,492415000,,,,1894000,,7079000,5099000,587000,,499000,47249000,1620000,9603000,11000000,50000,,116000,0,,,288000,6696000,,,,0,,,2832000,,,,,434573000,87000,,2752000,2241000,,2000,,0,0,84000,,,,,,,,288068000,13206000,15483000,450000,3453000,,,502000,2857000,,,0,,,16551000,,,,,99000,,10000,18702000,2265000,,46000,,,,,,125478000,,,,,,0,1606000,788000,,59884000,25155000,134000,,1686000,,,83477000,5667000,0,0,,8007000,,0,3444000
"1968-01-01 00:00:00",1134000,42904000,750000,17525000,,1868000,2724000,,3773000,0,543049000,,,,1954000,,7684000,5978000,729000,,475000,51029000,1785000,9010000,15000000,43000,,198000,0,,,240000,10607000,,,,0,,,2688000,,,,,449885000,84000,,3104000,3191000,,4000,,0,0,127000,,,,,,,,309150000,13285000,16285000,475000,3613000,,,518000,12012000,,,0,,,7014000,,,,,89000,,8000,19947000,2147000,,202000,,,,,,131462000,,,,,,0,1505000,744000,,73775000,29712000,118000,,1807000,,,125539000,5853000,0,0,,8062000,,0,4642000
"1969-01-01 00:00:00",1307000,44784000,2458000,18166000,,2007000,2758000,,3798000,0,592664000,,,,1876000,,8239000,6107000,794000,,325000,55124000,1711000,10934000,14600000,27000,,206000,0,,,212000,14795000,,,,0,,,2499000,,,,,455602000,77000,,3623000,3704000,,2000,,0,0,190000,,,,,,,,328373000,13246000,17025000,439000,3519000,,,533000,16368000,,,0,,,26575000,,,,,59000,,5000,21058000,2020000,,447000,,,,,,139325000,,,,,,0,1477000,749000,,74485000,36620000,99000,,1754000,,,149881000,6723000,0,0,,7961000,,0,5028000
"1970-01-01 00:00:00",1487000,48205000,5065000,20026000,,8494000,2798000,,3825000,0,665694000,,,,1122000,,7980000,6685000,798000,,334000,62000000,1468000,11327000,23930000,19000,,159000,0,,,193000,20904000,,,,0,,,2309000,,,,,475289000,84000,,3542000,4151000,,10000,,0,0,151000,,,,,,,,353039000,13377000,17373000,424000,3550000,,,453000,16583000,,,0,,,54203000,,,,,44000,,0,21508000,1919000,,859000,,,,,,150636000,,,,,,0,1405000,770000,,76457000,42598000,77000,,1937000,,,159814000,6809000,0,0,,7625000,,0,5423000
"1971-01-01 00:00:00",1657000,37082000,5721000,21758000,,15581000,2516000,,3739000,0,783990000,,,,1710000,,8303000,6341000,872000,,305000,66193000,1402000,11127000,36650000,14000,,120000,0,,,179000,21152000,,,,0,,,1861000,,,,,466704000,83000,,3452000,4109000,,13000,,0,0,123000,,,,,,,,377075000,13793000,20645000,395000,3053000,,,401000,14685000,,,293000,,,76377000,,,,,23000,,0,21416000,1714000,,3276000,,,,,,160856000,,,,,,0,1288000,752000,,83266000,44100000,63000,,1955000,,,132974000,7185000,0,0,,7515000,,0,5785000
"1972-01-01 00:00:00",2150000,50086000,7057000,22130000,,16075000,2478000,,3488000,0,875186000,,,,2031000,,8138000,8823000,968000,,248000,75421000,1417000,10142000,42950000,336000,,112000,76000,,,4016000,16840000,,,,0,,,1484000,,,,,466956000,83000,,3388000,3977000,,6000,,0,0,138000,,,,,,,,400440000,14128000,23493000,347000,3204000,,,387000,14056000,,,1626000,,,90918000,,,,,28000,,0,22166000,1597000,,4432000,,,,,,165800000,,,,,,0,1152000,716000,,72144000,53756000,48000,,1977000,,,108287000,7373000,0,0,,7199000,,0,6309000
"1973-01-01 00:00:00",2107000,50822000,8154000,21476000,,19137000,2579000,,3411000,0,1027688000,,,,2196000,,8276000,11053000,981000,,190000,88028000,1276000,9493000,51250000,2091000,,138000,68000,,,10615000,14089000,,,,0,,,1254000,,,,,454190000,88000,,3511000,3879000,,6000,,0,0,764000,,,,,,,,429037000,14287000,27502000,392000,3482000,,,373000,14630000,,,1584000,,,101765000,,,,,42000,,0,23255000,1492000,,4340000,,,,,,152418000,,,,,,0,1048000,700000,,99542000,66216000,39000,,1989000,,,104882000,7198000,0,0,,6702000,,0,7598000
"1974-01-01 00:00:00",1770000,47006000,8541000,21139000,,18956000,2238000,,3363000,0,1058890000,,,,2112000,,8617000,9620000,894000,,144000,82529000,1110000,8686000,65000000,2455000,,168000,89000,,,8989000,12241000,,,,0,,,1080000,,,,,432794000,88000,,3309000,4139000,,6000,,0,0,1976000,,,,,,,,458848000,14486000,24698000,550000,3815000,,,323000,14466000,,,1706000,,,111578000,,,,,24000,,0,29593000,1461000,,3870000,,,,,,128609000,,,,,,0,1023000,672000,,96859000,67499000,40000,,1997000,,,73364000,7490000,0,0,,6245000,,0,10202000
"1975-01-01 00:00:00",1820000,47540000,7791000,20773000,,20159000,2037000,,3050000,0,942627000,,,,1874000,,8352000,9290000,955000,,122000,70087000,994000,8102000,75000000,1789000,,226000,148000,,,8155000,16755000,,,,0,,,1028000,,,,,413090000,996000,,3095000,4609000,,6000,,0,0,2028000,,,,,,,,490801000,14590000,21102000,553000,3553000,,,261000,17016000,,,9276000,,,88440000,,,,,20000,,1000,36889000,1419000,,4683000,,,,,,105232000,,,,,,0,1018000,606000,,111168000,64138000,35000,,2006000,,,71533000,8283000,0,0,,5797000,,0,11096000
"1976-01-01 00:00:00",1900000,50094000,7564000,20810000,,20516000,1931000,,2902000,0,1070024000,,,,1890000,,8121000,10970000,1159000,,117000,64529000,938000,7553000,85000000,2100000,,235000,195000,,,9488000,16756000,,,,0,,,1057000,,,,,401252000,11376000,,2595000,3710000,,8000,,3000,0,1772000,,,,,,,,519877000,14700000,24018000,455000,3775000,,,271000,18290000,,,13799000,,,103479000,,,,,9000,,0,41337000,1371000,,8026000,,,,,,108046000,,,,,,0,1109000,580000,,118905000,74195000,36000,,2142000,,,93452000,8659000,13000,0,,5577000,,0,11326000
"1977-01-01 00:00:00",1950000,53519000,7602000,22167000,,20580000,1787000,,2895000,0,1076846000,,,,1612000,,7810000,10540000,1343000,,129000,64667000,928000,7106000,93640000,1639000,,256000,503000,,,9283000,24075000,,,,38000,,,1032000,,,,,405712000,37418000,,2604000,4304000,,14000,,1000,0,844000,,,,,,,,545799000,14650000,21414000,364000,4496000,,,477000,16968000,,,13554000,,,102969000,,,,,22000,,0,49279000,1382000,,8733000,,,,,,98633000,,,,,,0,1083000,593000,,115145000,82931000,24000,,2191000,,,99503000,10185000,7000,0,,5468000,,0,11267000
"1978-01-01 00:00:00",2100000,57195000,6469000,23236000,,20547000,1790000,,2754000,0,1026506000,,,,1506000,,7788000,11146000,1413000,,246000,64448000,780000,6755000,104050000,2569000,,240000,432000,,,10223000,24417000,,,,505000,,,1105000,,,,,428490000,52146000,,2731000,4944000,,15000,,1000,0,980000,,,,,,,,571531000,13724000,23555000,363000,7442000,,,471000,15696000,,,16957000,,,94760000,,,,,24000,,0,63328000,1390000,,10320000,,,,,,107398000,,,,,,0,1452000,541000,,125629000,80447000,24000,,2200000,,,95857000,11271000,30000,0,,5125000,,20000,10600000
"1979-01-01 00:00:00",2100000,56898000,8775000,24279000,,19795000,1728000,,2556000,0,1042859000,,,,1294000,,8042000,12079000,1514000,,260000,73279000,1010000,6410000,106150000,2783000,,240000,430000,,,10874000,26598000,,,,2004000,,,1197000,,,,,420818000,77165000,,2823000,5537000,,15000,,1000,0,1158000,,,,,,,,585571000,12323000,24500000,331000,9453000,,,496000,14722000,,,18819000,,,114500000,,,,,19000,,0,75475000,1084000,,13465000,,,,,,125313000,,,,,,0,1720000,482000,,170493000,78072000,21000,,2027000,,,100868000,12841000,78000,0,,4834000,,20000,10316000
"1980-01-01 00:00:00",2560926.2,58403278,8069935.8,27621881,,22220110,1607100.7,,2913669.8,0,998626750.8,,0,0,1579813.2,0,10164685,14178699,1667159.1,0,162921.88,89124977,2220589.4,7187394.1,114727550,3468170.9,,335287.3,314544.74,0,0,11350805,33302288,0,,,3184624.7,0,0,2461081.3,0,0,0,,517126890,89741974,,2537626.5,5764622.7,0,17150.681,,27398.273,0,1760763.6,0,0,,0,,0,,646315190,13295917,25394691,417306.72,10624345,0,0,541289.45,15362678,0,,26692823,0,0,111544570,0,0,,0,52968.763,,0,113858100,1661971.1,0,14830802,,0,0,,,94188263,0,,,0,0,54482.684,2199348.4,584761.14,0,135643070,87509117,1914971.4,0,3002012.5,0,0,96871773,9625194.5,274398.15,0,0,5087863.212,,108965.37,9511853.2
"1981-01-01 00:00:00",2553929.1,53533180,6974835.4,27787102,,22888496,1425079.9,,2805418.7,0,849815779.7,,0,0,1280996.8,0,11862670,9837718,1496343.6,0,162421.49,80821793,2563779.6,7112309,108893640,4416487.7,,511006.77,783937.1,0,0,11705543,33374851,0,,,4763885,0,0,2926965.5,0,0,0,,515913270,98814774,,2530693.3,6166972.2,0,57206.098,,5464.6828,0,1330267.3,0,0,,0,,0,,652917300,13419221,22376524,416166.54,10530516,0,0,539994.66,17319813,0,,26004709,0,0,77570145,0,0,,0,52713.569,,0,136005340,1770756.1,0,13845901,,0,0,,,63636723,0,,,0,0,380079,2136648.7,420180.35,0,53779209,89707474,1964303.1,0,2993994.5,0,0,62009331,17157825,273648.41,436585.46,0,4910168.792,,108704.48,8184946.1
"1982-01-01 00:00:00",3714806.1,53186989,6545614.7,27511244,,21322666,1480509.3,,2697174.5,0,682457343.5,,0,0,1459556.5,0,14458947,9351779,1662604,0,162421.49,79633301,2670201.1,7999472.6,110679670,4735751.6,,628825.19,1829186.7,0,0,11705543,37436577,0,,,5968545.9,0,0,2644387.2,0,0,0,,517062500,113541440,,2750753.4,6271496.8,0,549091.99,,16394.049,0,1596320.7,0,0,,0,,0,,656846500,13472432,18597137,288552.94,10637877,0,0,646158.28,17589964,0,,27016045,0,0,70100021,0,0,,0,52713.569,,0,160539610,2434435.1,0,16048658,,0,0,,,46403618,0,,,0,0,488838.73,2023267.5,528940.08,0,54422157,73746155,54481.123,0,3206782.1,0,0,62741207,20611410,328378.11,1183127.8,0,4637348.792,,108704.48,8455970.8
"1983-01-01 00:00:00",4353288.2,51763832,9496506.7,27370430,,23415724,1425079.9,,2628240.1,10649.503,621839490.1,,0,225988.94,1356927.9,0,18874413,9783724.8,1662604,0,162421.49,83849922,2457358.1,8549135.2,114738820,4629330.2,,746569.93,2351811.4,0,0,13138328,40771488,0,,,6242332.5,0,0,2698417.4,0,0,0,,518992070,126978970,,2420663.1,6271496.8,0,879983.37,,21858.731,0,3086220.3,0,0,,0,,0,,660667480,13408404,16561275,255245.63,9221938.1,0,0,699451.8,20345495,0,,33659981,0,0,67176933,0,0,,0,52713.569,,0,157608510,3364766.1,0,19143007,,0,0,,,60118820,0,,,0,0,1249254.5,2590173.2,528940.08,0,54047104,74480797,54481.123,0,3149253.6,0,0,59948338,25358118,382850.02,1384104,0,4473656.792,,108704.48,8510175.7
"1984-01-01 00:00:00",3201157.8,56686825,11190311,26973213,,27472456,1317498.8,,2581253.3,21357.371,609167865.3,,0,396758.02,1309301.5,0,26502844,9286380.8,1778303,0,217155.32,89469582,2449053,9462079,124604760,6456133.4,,925328.67,2410660.3,0,0,14334781,46076584,0,,,7412488.5,0,0,2705810.3,0,0,0,,532750180,138487560,,2261797.7,6288679.1,0,1491424.3,,10959.304,0,2454397.9,0,0,,0,,0,,656835570,13285070,21991158,256018.76,9946838.4,0,0,914504.11,22556580,0,,38484974,0,0,75340080,0,0,,0,52968.763,,0,162821620,3828751.8,0,23546822,,0,0,,,65830879,0,,,0,0,1470534,2597408.1,452005.06,0,65155182,77628876,54731.928,0,3198176.1,0,0,59434082,27532597,274398.15,1497323,0,4376588.112,,108965.37,8533491.1
"1985-01-01 00:00:00",3192411.4,57890839,12393746,26082445,,32093964,1258791.9,,2509979.7,37809.052,546250529.7,,0,452198.83,1254299.4,0,31350948,8882917.4,1662604,0,324842.99,91026833,2335737.7,9879881.9,135575840,6385283,,1080462.5,3031223.5,0,0,15563042,49585316,0,,,10130101,0,0,3387762.8,0,0,0,,535514400,141152310,,2255617.9,5957922,0,2698076.7,,5464.6828,58264.788,2341270.4,0,0,,0,,0,,640482730,12344191,17054829,255245.63,10241861,0,0,1869479.4,27075682,0,,42034679,0,0,80926285,0,0,,0,52713.569,,0,160906830,4748888.5,0,23482578,,0,0,,,57845390,0,,,0,0,1520831.6,2590173.2,613613.19,0,77178886,71660812,54481.123,0,3138215.8,0,0,57342579,32784229,164189.06,1438668,0,4473656.792,,54223.355,9323249.8
"1986-01-01 00:00:00",3192411.4,60433353,15130028,25034637,,29072187,1258791.9,,2697174.5,38016.2,660609876.5,,0,452198.83,1113852.6,0,31903769,9584829.3,1330304.1,0,324842.99,90857536,2031672.7,17062910,141799870,6332072.3,,1139482.1,3971948.1,0,0,16224327,45414333,0,,,9692042.4,0,0,3807086.9,0,0,525846.84,,517682500,141922470,,2530693.3,5801134.6,0,2675991.5,,0,116271.81,2302200.3,0,0,,0,,0,,660701900,12397401,17147984,255245.63,9597699.2,0,0,2241761,30425543,0,,46153263,0,0,79410606,0,0,,0,26329.167,,0,146454510,5712628.4,0,26798553,,0,0,,,80240891,0,,,54987.453,0,1086308.2,2816935.5,718167.6,0,90948677,74572304,54481.123,0,3138215.8,0,0,56173645,33438686,273648.41,1438668,0,4419092.792,,16394.049,8998020.2
"1987-01-01 00:00:00",3134367.7,60849880,19314930,24879442,,30656136,1187474.8,,2628240.1,37919.525,682884303.1,,0,395738.42,1127229,0,31772768,7961360,941985.79,0,324842.99,95549187,1978462,21528725,145588410,6544915.2,,1139482.1,5069459.9,0,0,9666578.3,49985020,0,,,9527770,0,0,3996482.1,0,0,1057585.6,,501649600,135230640,,2805768.5,5658579.8,0,2479738,,0,116271.81,2049274.4,0,0,,0,,0,,668710210,12078136,16420019,201758.74,8846176.1,0,0,2241761,31698458,0,,53648418,0,0,72590065,0,0,,0,21184.852,,0,152240020,5372484.7,0,26512642,,0,0,,,90060799,0,,,27493.738,0,977677.46,3829627,671697.56,0,111790880,72088707,16438.238,0,2901999,0,0,52877438,32415817,218918.74,1384104,0,4091708.792,,0,8401765.8
"1988-01-01 00:00:00",2560926.2,59683327,24317408,26074120,,30355902,1317498.8,,2689794.1,43296.281,761397553.1,,0,283490.9,1168266.8,0,31205137,7874889.9,750531.79,0,238789.62,100669640,1652158.4,21138008,148158100,7683332.4,,965429.13,5188160.4,0,0,16766136,47953957,0,,,8949893,0,0,4115676.9,0,0,9147625.9,,492827360,126155820,,2758289.8,5596254.3,0,2741636.8,,0,175051.7,1881655.8,0,0,,0,,0,,671471310,10852107,19501348,202293.05,7632265.6,0,0,2407867,33681591,0,,61073261,0,0,78705414,0,0,,0,21187.501,,0,151729200,4818542,0,28846560,,0,0,,,85417732,0,,,27490.586,0,653459.91,5155444.6,669437.29,0,145056320,72233223,21859.54,0,3180978.3,0,0,63844299,33964581,164694.26,1223561.9,0,4311029.463,,0,8642198.6
"1989-01-01 00:00:00",2728060.7,62639755,24411924,26328430,,27729124,1313899,,2642978.9,34117.445,835507224.9,,0,226173.06,1216389.1,0,33287617,7541925.4,871329.72,0,270610.42,98461876,1552684.3,22587452,149214600,8726553.9,,962791.32,6114709.4,0,0,15452864,49204517,0,,,9308741.6,0,0,3996371.5,0,0,10231791,,460948180,102054120,,3080843.9,5685488.7,0,2766578.7,,0,232764.56,1477673.9,0,0,,0,,0,,650385190,10130717,21046946,173037.86,6995427.6,0,0,2560837.3,35054974,0,,80089386,0,0,92889297,0,0,,0,15847.212,,0,152223830,4148436.5,0,31127842,,0,0,,,101239270,0,,,10966.19,0,108612.42,4679992.7,613302.05,0,157379670,77146118,16349.86,0,2676682,0,0,62540977,37342308,218992.38,1001999.7,0,4140966.452,,0,11274628
"1990-01-01 00:00:00",1741315.4,66657898,25484976,27597376,,32014977,1258478.9,,2470458.3,50113.793,862831820.3,,0,226173.06,1267703.3,0,35113625,8513802.5,760489.46,0,216488.35,98673706,1522672.8,24639019,150134670,8779764.2,,903937.34,6323759.6,0,0,15783506,49413273,0,,,8815925.6,0,0,3739883.2,0,0,10171942,,447572780,101693000,,4016099.9,5058339.1,0,3079269.6,,0,226945.46,1291675.8,0,0,,0,,0,,610328000,9013523.1,22987959,115358.58,6967249.9,0,0,3305400.4,37432297,0,,87774887,0,0,97977638,0,0,0,0,15847.212,,0,155515980,4528598.3,0,32951622,,0,0,,,66555023,0,,,16449.286,0,108612.42,4963445.7,613302.05,0,110501850,80133644,10899.907,0,2906795.3,0,0,74503029,35232658,218992.38,892890.16,0,3917303.146,,0,14635334
"1991-01-01 00:00:00",1102833,66380341,26826290,27813221,,30395458,1480159.4,,2253969.9,44781.677,834675886.9,,0,226173.06,1267703.3,0,35137470,9107728,871329.72,0,64946.502,98589470,1324835.8,23414114,153436110,8300868,,903937.34,7473534.1,0,0,16555006,49695179,0,,,8377866.7,0,0,3591454.7,0,0,10382759,,454172730,101828340,,4841326.2,5633226.4,0,3195578.3,,0,203669,1610940,0,0,,0,,0,,556925960,7789677.1,22751852,160736.8,6215726.9,0,0,3377847.9,38158401,0,,100163630,0,0,102416400,0,0,0,0,15847.212,,0,163509090,4595286.4,0,34367683,,0,0,,,10356661,0,,,16449.286,0,108612.42,4566611.8,830526.89,0,16341574,86965790,10899.907,0,2480870.2,0,0,80445038,32859306,240891.62,910160.6,0,3873388.5,,0,15936253
